-3008.00, -3136.00, 14592.00
-3008.00, -3136.00, 14592.00
-2752.00, -4032.00, 14400.00
-2752.00, -4032.00, 14400.00
-2368.00, -4352.00, 13504.00
-2368.00, -4352.00, 13504.00
-2880.00, -4032.00, 13504.00
-2880.00, -4032.00, 13504.00
-2944.00, -3456.00, 13824.00
-2944.00, -3456.00, 13824.00
-2560.00, -3776.00, 14336.00
-2560.00, -3776.00, 14336.00
-2432.00, -4096.00, 13888.00
-2432.00, -4096.00, 13888.00
-2432.00, -4096.00, 13888.00
-3008.00, -3776.00, 13888.00
-3008.00, -3776.00, 13888.00
-3200.00, -3584.00, 13696.00
-3200.00, -3584.00, 13696.00
-2368.00, -3776.00, 13376.00
-2368.00, -3776.00, 13376.00
-1920.00, -3904.00, 13696.00
-1920.00, -3904.00, 13696.00
-2304.00, -3904.00, 14464.00
-2304.00, -3904.00, 14464.00
-4736.00, -5248.00, 14656.00
-4736.00, -5248.00, 14656.00
-4736.00, -5248.00, 14656.00
-4288.00, -4736.00, 12992.00
-4288.00, -4736.00, 12992.00
-2944.00, -4352.00, 12416.00
-2944.00, -4352.00, 12416.00
-1792.00, -3456.00, 14080.00
-1792.00, -3456.00, 14080.00
-1920.00, -2688.00, 14336.00
-1920.00, -2688.00, 14336.00
-2752.00, -3008.00, 13952.00
-2752.00, -3008.00, 13952.00
-3840.00, -3712.00, 13952.00
-3840.00, -3712.00, 13952.00
-3840.00, -3712.00, 13952.00
-2880.00, -4864.00, 14656.00
-2880.00, -4864.00, 14656.00
-1344.00, -4608.00, 13888.00
-1344.00, -4608.00, 13888.00
-1792.00, -3392.00, 12864.00
-1792.00, -3392.00, 12864.00
-3264.00, -2688.00, 13440.00
-3264.00, -2688.00, 13440.00
-3968.00, -3328.00, 15104.00
-3968.00, -3328.00, 15104.00
-2944.00, -4160.00, 14656.00
-2944.00, -4160.00, 14656.00
-2944.00, -4160.00, 14656.00
-2176.00, -4544.00, 13824.00
-2176.00, -4544.00, 13824.00
-2432.00, -3840.00, 12736.00
-2432.00, -3840.00, 12736.00
-2560.00, -3584.00, 13056.00
-2560.00, -3584.00, 13056.00
-2816.00, -3328.00, 15040.00
-2816.00, -3328.00, 15040.00
-3392.00, -4032.00, 16192.00
-3392.00, -4032.00, 16192.00
-3200.00, -4672.00, 15040.00
-3200.00, -4672.00, 15040.00
-2432.00, -3712.00, 12352.00
-2432.00, -3712.00, 12352.00
-2432.00, -3712.00, 12352.00
-2752.00, -3392.00, 13440.00
-2752.00, -3392.00, 13440.00
-2368.00, -4032.00, 13952.00
-2368.00, -4032.00, 13952.00
-2112.00, -3776.00, 13760.00
-2112.00, -3776.00, 13760.00
-2944.00, -3264.00, 13184.00
-2944.00, -3264.00, 13184.00
-3392.00, -4032.00, 14592.00
